          40
 Geom           1
h         -1.6734074271          1.7782673142          1.2695197279
c         -3.5388172716         -0.9000096736         -0.7232775509
h         -1.6624614776         -1.5741780680         -1.4415441477
c         -4.2828720607         -0.0245542852          0.0387515947
h         -4.0236896912          1.7165139255          1.6039827639
h         -4.1577029778         -1.4234059016         -1.4502843859
c         -5.6907282077          0.1622204708         -0.1350029032
c         -6.9140222772          0.0776269105         -0.1428899084
h          1.0082104085         -4.2076200043          1.6831939497
h          3.6086106378          6.9711838266          0.0213518014
h          4.3288533314         -6.5447742872         -0.2606530872
h         -7.8946949989         -0.0498687037         -0.4863738810
          40
 Geom          12
c          3.4866115233          5.8893880933         -0.1115352080
c          2.8372891853          4.7301696353         -0.0880367373
c          2.0832304469          3.5775712428         -0.0079559003
c          0.8922303203          3.4985765471         -0.7479412078
c          2.5680021495          2.5749096174          0.8102245090
c          0.2090037460          2.2659798125         -0.6872250809
h          0.3631426563          4.2800160709         -1.3677007505
c          1.8373989589          1.3422951330          0.9028146055
h          3.3776681304          2.7580329123          1.4063744222
c          0.7862332897          1.1703101763          0.0475589526
h         -0.7247694857          2.4222753044         -1.1451830808
h          2.3098360461          0.5729381862          1.3591928866
n          0.0412007262          0.0158896330          0.0004708611
c          0.6792650383         -1.1099023055          0.1261326671
c          0.3722967273         -2.1647925161          0.8823646283
c          1.8432521507         -1.3197301887         -0.7243258539
c          1.0717932560         -3.4106253768          0.8700503001
h         -0.4659079827         -1.9444455699          1.6380980299
c          2.4152019757         -2.5102796966         -0.9125651756
h          1.9132213455         -0.4515349747         -1.3589404907
c          2.0232180813         -3.5917048628         -0.1888075511
c          2.7480487104         -4.8193520791         -0.0567558555
h          3.2948561798         -2.8069802859         -1.5197887864
c          3.2907450765         -5.8652608074         -0.0769307998
c         -1.3694622346          0.0014539260          0.0119254797
c         -2.1355798439          0.8907686797          0.7992390388
c         -2.0374256717         -1.0259907539         -0.5880595763
c         -3.4976746671          0.8455642630          0.7341756274
